raw_index,source,content,tokens,noise_content
61,51,"To access the spark plug, remove the cover front by unscrewing the top mounting screws (A) from both sides and the bottom mounting screws (B). Gently pull out the cover front by dislocating its lugs. Clean the dust and mud around the spark plug mounting to avoid falling inside the cylinder. Pull out the suppressor cap from spark plug and use a spark plug spanner to remove the spark plug. If necessary, clean the carbon deposits from the spark plug with a small wire brush or spark plug cleaning tool. Inspect the spark plug electrodes (A) and (B) for any corrosion and replace the spark plug if found. Inspect the spark plug gap visually (1.0 ~ 1.1 mm) and replace the spark plug if found more.",156,"49
49SPARK PLUG
To access the spark plug, the cover front has to be 
removed. Follow the procedure to remove the cover 
front.
1. Open the seat and remove the top mounting 
screws (A) from both the sides of cover front.
2. Remove the bottom mounting screws (B) of 
cover front.
3. Gently pull out the cover front by dislocating its 
lugs.
4. Clean the dust and mud around the spark plug 
mounting to avoid falling inside the cylinder. 5. Pull out the suppressor cap from spark plug. 
Using the spark plug spanner, remove the spark 
plug.
A spark plug with heavy carbon deposits will not 
produce strong sparks. Hence, only if necessary, 
clean the carbon deposits from the spark plug with a 
small wire brush or spark plug cleaning tool.
Inspect the spark plug electrodes (A) and (B) for 
any corrosion. If found any, replace the spark plug 
with a new. Inspect the spark plug gap visually                          
(1 .0 ~ 1 .1 mm). If found more, replace the spark plug 
with a new one.
A
B1.0 ~ 1.1 mm
 BA
B"
62,52,"Clean and check the gap of the spark plug, then tighten it by hand to avoid cross threading. Use a spark plug spanner to further tighten the plug, but do not over tighten or cross thread. Reattach the suppressor cap and ensure it is properly fitted. Use only the recommended make and type of spark plug and replace it every 12000 km. Do not remove the spark plug when the engine is hot, and cover the spark plug hole with a clean cloth when the plug is removed to prevent dust/water entry. Tighten the new spark plug by hand until the end, then loosen and re-tighten by 1/8 of a rotation after sealing with a hand tool. Do not adjust the plug electrodes of a hook type spark plug as it may damage the electrodes. Check the engine oil level periodically by placing the vehicle on a centre stand on a flat surface, wiping off the surroundings of the gauge oil level, removing the gauge and wiping it clean, fixing the gauge back to its mounting hole without threading in, taking out the gauge and checking the oil level between the minimum and maximum level marks, and adding TVS TRU4 SKUUTA oil (SAE 10W30 API-SL, JASO MB) up to the maximum level mark if the oil is less than the minimum level.",269,"50After cleaning and checking the gap, reinstall the 
spark plug and tighten by hand to avoid cross 
threading. Finally tighten using spark plug spanner.
Do not over tight or corss thread the spark plug. After 
reassembling the plug fix back the suppressor cap 
and ensure its proper fitment.
Always use only recommended make and type of spark 
plug. Replace spark plug every 12000 km.
Don’t remove the spark plug when the engine is hot. 
Cover the spark plug hole with a clean cloth when the 
plug is removed, to prevent dust / water entry.
It is advisable to tight the new spark plug by hand till the 
end and then loose. Again re-tight the spark plug by 1/8 
of rotation after sealing by using only the hand tool.
Since the hook type spark plug is used, it is not advised 
to adjust the plug electrodes as it may damage the 
electrodes.CautionENGINE OIL LEVEL
Check the engine oil level periodically.
1. Place the vehicle on centre stand on a flat surface. 
Wipe-off the surroundings of gauge oil level.
2. Remove the gauge and wipe it clean.
3. Fix the gauge back to its mounting hole. Do not 
thread in.
4. Take out the gauge and check the oil level. The 
level should be between minimum and maximum 
level marks of the gauge as shown in the figure.
5. If the oil is less than the minimum level, add TVS 
TRU4 SKUUTA oil (SAE 10W30 API-SL, JASO 
MB) upto the maximum level mark.
MinimumMaximum"
63,53,"If the vehicle is driven with insufficient engine oil and transmission oil, the engine components will be severely damaged. Check the oil level between services to avoid costly damage. Do not fill excess oil, as it may cause oil leak. Always use TVS TRU4 SKUUTA oil (SAE 10W30 API-SL, JASO MB) only. Wipe out the oil traces with a clean cloth to prevent dust accumulation. Assemble back the gauge oil level. To check the transmission oil level, place the vehicle on centre stand on a flat surface. Wipe-off the surroundings of oil level screw. Remove the transmission oil level screw along with a gasket from the rear end of crankcase L. Check for the flow of oil from oil level hole. If the level is less (if there is no oil flow), top-up with TVS TRU4 SKUUTA oil (SAE 10W30 API-SL, JASO MB) till the oil just starts to flow out from the oil level hole. Wipe out the oil traces with a clean cloth to prevent dust accumulation. Inspect the condition washer while reassembling the oil level screw. Replace if required.",246,"51
51If the vehicle is driven with less engine oil and 
transmission oil, the engine components will be severely 
damaged.
Check the oil level between the services to avoid costly 
damage. Do not fill excess oil it may cause oil leak. 
Always use TVS TRU4 SKUUTA oil (SAE 10W30 API-SL, 
JASO MB) only.Caution
6. Wipe out the oil traces with a clean cloth to 
prevent dust accumulation.
7. Assemble back the gauge oil level.
TRANSMISSION OIL - LEVEL
Check the transmission oil level periodically. To check 
the transmission oil level follow the procedure given 
below:
1. Place the vehicle on centre stand on a flat surface.
2. Wipe-off the surroundings of oil level screw.
3. Remove the transmission oil level screw along 
with a gasket from the rear end of crankcase L.4. Check for the flow of oil from oil level hole. If the 
level is less (if there is no oil flow), top-up with 
TVS TRU4 SKUUTA oil (SAE 10W30 API-SL, JASO 
MB) till the oil just starts to flow out from the oil 
level hole.
5. Wipe out the oil traces with a clean cloth to 
prevent dust accumulation.
6. Inspect the condition washer while reassembling 
the oil level screw. Replace if required."
64,54,"Measure the free play of the front brake lever at the lever end, with the free play before the engagement of brake being between 15 ~ 20 mm. Turn the adjuster nut at the bottom side (1) in the slot marked as ‘I’ in clockwise direction for reducing the free play or in anti-clockwise direction for increasing the free play. After obtaining the necessary free play, inspect for the clearance between the bullet (3) and slot end (4) marked as ‘S’.",105,"52BRAKES
Front brake
1. Measure the free play of the front brake lever at 
the lever end as shown in the figure.
2. The free play of the brake lever before the 
engagement of brake should be between               
15 ~ 20 mm.
3. Turn the adjuster nut at the bottom side (1) in 
the slot marked as ‘I’ in clockwise direction 
for reducing the free play or in anti-clockwise 
direction for increasing the free play.
4. After obtaining the necessary free play, inspect 
for the clearance between the bullet (3) and slot 
end (4) marked as ‘S’ as shown in the figure. 
1S
I
15 ~ 20 mm
2
1S
IClearanceClearance
34"
65,55,"If clearance is found, turn adjuster nut (2) marked 'S' clockwise until there is no clearance between bullet top (3) and slot top (4). Since vehicle is fitted with Synchronised Braking Technology (SBT), adjust brakes with additional care. If not, brakes may not work properly. Contact TVS Motor Company Authorised Main Dealer/Authorised Dealer for assistance. After adjusting adjuster nut top, if clearance is observed between bullet bottom (5) and slot bottom (6) marked 'I', turn adjuster nut (2) anti-clockwise until there is no clearance. Check and confirm brake play at lever end. When brake is applied, wear limit index mark (1) on front brake cam should be within wear limit indicator (2) on front brake panel.",164,"53
535. If any clearance is found, turn the adjuster nut 
(2) at the top side in the slot marked as ‘S’ in 
clockwise direction until there is no clearance 
between the bullet top (3) and the slot top (4).Since the vehicle is fitted with Synchronised 
Braking T echnology (SBT) adjust the brakes with 
additional care. If not it may result in brakes not 
working properly . Please contact TVS Motor Company 
Authorised Main Dealer / Authorised Dealer for further 
assistance.Warning
12
6. After adjusting the adjuster nut top, If any 
clearance is observed in between the bullet 
bottom (5) and the slot bottom (6) marked as 
‘I’ as shown, then turn the adjuster nut (2) in               
anti-clockwise until there is no clearance.
7. Once again check and confirm the brake play at 
the lever end.Front brake shoe wear indicator
When the brake is applied, wear limit index mark (1) 
on the front brake cam should be within the wear 
limit indicator (2) on the front brake panel.
2
1S
I
6ClearanceClearance
5"
66,56,"If the wear limit index mark (1) is greater than the wear limit indicator (2), index the lever to the next slot with the help of the Dealer to extend the shoe life. Replace the brake shoes as a set if the wear limit indicator is still beyond the wear limit after indexing the lever. Caution: Rear brake - measure the free play of the rear brake lever at the lever end as shown in the figure, with the free play of the brake lever before the engagement of brake being between 10 ~ 15 mm. Please remember that the rear brake lever free play adjustment should be done only after adjusting the front brake lever play. Note: 10 ~ 15 mm.",136,"54Incase the wear limit index mark (1) is going beyond 
wear limit indicator (2), index the lever to next slot 
with the help of the Dealer to extend the shoe life.
Replace the brake shoes as a set, if the wear limit 
indicator shows beyond the wear limit even after 
indexing the lever.CautionRear brake
1. Measure the free play of the rear brake lever at 
the lever end as shown in the figure.
2. Free play of the brake lever before the engagement 
of brake should be between 10 ~ 15 mm.
Please remember that the rear brake lever free play 
adjustment to be done only after adjusting the front 
brake lever play.Note
10 ~ 15 mm"
67,57,"When the brake is applied, the wear limit indication pointer (1) on the rear brake cam lever should be within the wear limit indicator (2) on the crankcase LH. If the measured distance is more than the limit, adjust the nut provided at the rear wheel end to obtain the correct play. Turn the adjuster nut in clockwise direction for reducing free play or in anti-clockwise direction for increasing the free play. Check the front brake and the rear brake play periodically and adjust if required. However, the brake play needs to be adjusted more frequently depending upon the usage. Replace the brake shoes as a set, if the wear limit indicator shows beyond the wear limit even after indexing the lever.",143,"55
55Rear brake shoe wear indicator
When the brake is applied, the wear limit indication 
pointer (1) on the rear brake cam lever should be 
within the wear limit indicator (2) on the crankcase 
LH.
In case the wear limit indication pointer (1) is going 
beyond wear limit indicator (2), index the lever to next 
slot with the help of Dealers to extend shoe life.3. If the measured distance is more than the limit, 
adjust the nut provided at the rear wheel end to 
obtain the correct play.
4. Turn the adjuster nut in clockwise direction for 
reducing free play or in anti-clockwise direction 
for increasing the free play.
Check the front brake and the rear brake play periodically 
band adjust if required. However the brake play needs to 
be adjusted more frequently depending upon the usage.Warning
Replace the brake shoes as a set, if the wear limit 
indicator shows beyond the wear limit even after 
indexing the lever.Caution
1
2"
68,58,"TVS Jupiter 125 is provided with 3 step adjustable rear shock absorbers to meet different road and load conditions. There are 3 notches for adjusting spring load: minimum notch (softer, good for light loads), middle notch (medium stiffness), and maximum notch (stiffer, good for heavy loads). Adjust the spring pre-load by shifting the adjuster to the required notch according to the different load conditions. The more the spring is compressed, the stiffer the suspension becomes.",98,"56REAR SHOCK ABSORBERS 
TVS Jupiter 125 is provided with 3 step adjustable 
rear shock absorbers to meet different road and load. 
There are 3 notches for adjusting spring load.
If the spring is adjusted to the minimum notch, then 
the shock absorber will be softer which is good for 
light loads. If the spring is adjusted to maximum 
notch, then it will be stiffer which is good for heavy 
loads.
Adjust the spring pre-load by shifting the adjuster 
to the required notch according to the different load 
conditions. The more you compress the spring, the 
suspension becomes more stiff.
SOFTSOFT HARDHARD"
69,59,"Check the tyre pressure of 57TYRES at least once a week, if not more frequently. Insufficient air pressure in the tyres can hasten tyre wear and affect the stability of the vehicle. Cornering can be difficult with under-inflated tyres, and over-inflated tyres can decrease tyre contact with the ground, leading to skidding and loss of control. Ensure that the tyre pressure is within the specified limit at all times. For cold conditions, the front tyre pressure should be 1.68 kg/cm² (24 PSI) and the rear tyre pressure should be 2.25 kg/cm² (32 PSI) for solo tyres, and 1.68 kg/cm² (24 PSI) for the front tyre and 2.53 kg/cm² (36 PSI) for the rear tyre for dual tyres. Operating the vehicle with excessively worn tyres can decrease riding stability and lead to loss of control. Replace the tyre when the tyre wears off to the tyre wear indicator level (indicated by TWI (A) on the tyre). When reassembling the tyres, after removing from the wheel rim, ensure that the arrow mark is facing the direction of wheel rotation while fixing the tyre on the wheel rim. 57TYRES are fitted with tubeless tyres on both front and rear wheels. In case of any puncture or tyre damage, visit the nearest tyre manufacturer Dealer or tyre repair shop who knows the repairing method of tubeless tyres",298,"57
57TYRES
T yre pressure
Check the tyre pressure atleast once in a week if 
not more frequently. Insufficient air pressure in the 
tyres not only hasten the tyre wear, but also seriously 
affects the stability of the vehicle.
Under inflated tyres make smooth cornering difficult 
and over inflated tyres decreases the tyre contact 
with the ground which can lead to skidding and loss 
of control.
Be sure that the tyre pressure is within the specified 
limit at all times.
Tyre pressure in cold condition:
  Solo Dual
 Front 1 .68 kg/cm² (24 PSI) 1 .68 kg/cm² (24 PSI)
 Rear  2.25 kg/cm² (32 PSI) 2.53 kg/cm² (36 PSI)
T yre tread condition
Operating the vehicle with excessively worn tyres 
will decrease riding stability and can lead to loss of 
control. It is recommended to replace the tyre when 
the tyre wears off to the tyre wear indicator level 
(indicated by TWI (A) on the tyre).  T yre rotation direction
While reassembling the tyres, after removing from 
the wheel rim, ensure that the arrow mark is facing 
the direction of wheel rotation while fixing the tyre 
on the wheel rim.
T yre puncture
Your scooter is fitted with a tubeless tyre on both 
front and rear wheel. Incase of any puncture / 
tyre damage, it is advised to visit the nearest tyre 
manufacturer Dealer or the tyre repair shops who 
knows the repairing method of tubeless tyre.
It is not necessary to remove the tyre from wheel rim 
always to attend a puncture.
A
TWI"
70,60,"It is strongly recommended to use a tyre removal/fitment machine for tyre removal, if necessary. If tyre levers must be used, they should be free from sharp edges and care should be taken not to damage the tyres and rims. Tyre inflation pressure in cold condition and tyre tread condition are important for performance and safety of the rider, so the tyres should be checked frequently for inflation pressure and wear pattern. Using a tyre other than the standard may cause instability. Caution should be taken not to damage the side walls of the tubeless tyres during removal/reassembly, as they are the only seals that keep the air inside the wheel assembly.",131,"58Even though, if there is need of tyre removal, it is 
strongly recommended to use a tyre removal / 
fitment machine.
If at all, tyre levers needs to be used, the levers 
should be free from sharp edges. Care should be 
taken not to damage the tyres and rims.
The tyre inflation pressure in cold condition and the 
tyre tread condition are extremely important for the 
performance and safety of the rider. Check the tyres 
frequently for inflation pressure as well as the wear 
pattern on it.
Use of a tyre other than the standard may cause 
instability. Warning
Caution
The side walls of the tubeless tyre which in contact with 
the wheel rim are only seals the air inside the wheel 
assembly. Hence care should be taken not to damage 
the side walls of the tyres during removal / reassembly."
71,61,"IF vehicle is in hold condition FOR long time THEN:
• NEED movement OF vehicle TO avoid particular spot OF tyre NOT TO touch ground FOR more than week time.
• Inflation pressure SHOULD BE checked ON cold condition AND maximum travel time SHOULD NOT exceed more than 1 km.
• Checking inflation pressure ON weekly basis HELPS TO improve 10% OF tread life & fuel efficiency. Tyre maintenance tips: Inflation pressure check - Condition: R T - Within 1 km, Within 5 km. NOTE.",102,"59
59If vehicle is in hold condition for long time
• Need movement of vehicle to avoid particular spot of tyre not to touch the ground for more than week time.
• Inflation pressure should check on cold condition maximum travel time should not exceed more than 1 km.
• Weekly basis inflation pressure check helps to improve 10% of tread life & fuel efficiency.T yre maintenance tips
Inflation pressure check - Condition
R T
Within
1 kmWithin
5 km
Note"
72,62,"Front Wheel Removal and Reassembly:
1. Remove axle nut (1) and washer.
2. Pull out axle (2) and remove spacer from right side of wheel.
3. Place support below foot board to prevent vehicle from falling and lift vehicle up.
4. Disconnect wheel assembly and brake panel from front fork. Separate brake panel from wheel and remove wheel.
5. Reverse procedure for reassembling. Ensure to locate lug on fork leg L to slot in brake panel.

Rear Wheel Removal and Reassembly:
1. Place vehicle on centre stand.
2. Hold rear brake firmly and remove wheel mounting nut (A) and washer.
3. Slightly tilt vehicle and take out wheel from rear axle.
4. Reassemble wheel in reverse order of removal.

Always make sure axle nuts are tightened properly to specified torque whenever wheel is removed. Warning.",190,"60FRONT WHEEL REMOVAL AND REASSEMBLY
1. Remove the axle nut (1) along with a washer.
2. Pull out the axle (2) and take out a spacer from 
the right side of the wheel.
3. Place a support below the foot board to prevent 
the vehicle from falling and lift the vehicle up.
4. Dislocate the wheel assembly along with brake 
the panel from front fork. Separate the brake 
panel from the wheel and take out the wheel.
5. Reverse the procedure for reassembling. While 
reassembling ensure to locate the lug on fork leg 
L to the slot in the brake panel.
12REAR WHEEL REMOVAL AND REASSEMBLY
1. Place the vehicle on the centre stand. 
2. Hold the rear brake firmly and remove the wheel 
mounting nut (A) along with a washer.
3. Slightly tilt the vehicle and take out the wheel 
from the rear axle.
4. Reassemble the wheel in the reverse order of 
removal. 
A
Always make sure, whenever the wheel is removed, the 
axle nuts are tightened properly to the specified torque.Warning"
73,63,"AI: For storage of scooter for periods of over one month, the following steps should be taken: 1. Clean the vehicle and park it on centre stand. 2. Warm up the engine and drain engine and transmission oil, storing the oil in a dust-free container. 3. Empty the fuel tank. 4. Remove the spark plug and feed in several drops of engine oil through spark plug hole, then crank the engine and reinstall the spark plug. 5. Remove the battery and store it away from direct sunlight and freezing temperatures. 6. Place a suitable support at the bottom of the foot board to keep both tyres off the ground. 7. Cover the vehicle with a clean tarpaulin or other suitable cover. 8. Store the vehicle in a garage or similar area with good ventilation and no sources of flame or spark. Do not park the vehicle on a slope or soft ground, and keep it away from pedestrians or children. During storage, the battery should be recharged with a recommended charger if stored for more than a month. Caution.",214,"61
61STORAGE PROCEDURES
For storage of your scooter for longer period of over 
a month and above, we recommend to carry out the 
following steps:
1. Clean the vehicle thoroughly. Park the vehicle on 
centre stand.
2. Warm up the engine and drain engine oil and 
transmission oil. Store the oil, if new, in a dust 
free container. 
3. Empty the fuel tank.
4. Remove the spark plug and feed in several drops 
of engine oil through spark plug hole. Crank the 
engine few times and reinstall the spark plug.
5. Remove the battery, store it away from direct 
sunlight and freezing temperatures.6. Place a suitable support at the bottom of the foot 
board so that both the tyres are off the ground. 
This will ensure better tyre life.
7. Cover up the vehicle completely with a clean 
tarpaulin or any other suitable cover.
8. Store the vehicle inside a garage or similar area 
to avoid damage due to dust and rain. Make sure 
that the storage area is well ventilated and free 
from any source of flame or spark.
Do not park the vehicle on a slope or soft ground or else 
it may fall down. The exhaust system becomes hot after 
a run. Park the vehicle in a place where pedestrians or 
children are not likely to touch the vehicle. 
During storage, the battery must be recharged at 
recommended charger if stored more than a month.Caution"
74,64,"Take the vehicle out of the garage and clean it thoroughly. Remount the battery after bench charging if required. Fill the engine oil (TVS TRU4 SKUUTA - SAE 10W30 API-SL, JASO MB oil) and check the oil level using the gauge oil level. Fill the transmission oil (TVS TRU4 SKUUTA - SAE 10W30 API-SL, JASO MB oil) and check the oil level at the oil level screw. Lubricate the parts as instructed in the periodic maintenance schedule. Fill up fresh petrol in the fuel tank. Check and inflate the tyres to the specified tyre pressure. Check and correct the points mentioned in page No. 37. Turn the ignition switch to 'ON' position. Turn 'ON' the engine kill switch if turned 'OFF'. Retract the side stand and start the engine. Wait for few seconds and ride out. Caution: Avoid using alkaline solution like detergent soaps for washing. This may damage head lamp and other lamp assemblies.",217,"62TAKING THE VEHICLE OUT OF STORAGE FOR 
REGULAR USE
1. Take the vehicle out of garage and clean it 
thoroughly.
2. Remount the battery after bench charging if 
required.
3. Fill the engine oil (TVS TRU4 SKUUTA - SAE 
10W30 API-SL, JASO MB oil) and check the oil 
level using gauge oil level.
4. Fill the transmission oil (TVS TRU4 SKUUTA - SAE 
10W30 API-SL, JASO MB oil) and check the oil 
level at the oil level screw. 
5. Lubricate the parts as instructed in the periodic 
maintenance schedule.
6. Fill up fresh petrol in the fuel tank.
7. Check and inflate the tyres to the specified tyre 
pressure.8. Check and correct the points mentioned in page 
No. 37.
9. Turn the ignition switch to ‘ON’ position. Turn 
‘ON’ the engine kill switch if turned ‘OFF’. Retract 
the side stand and start the engine. Wait for few 
seconds and ride out.
Caution
Avoid using alkaline solution like detergent soaps for 
washing. This may damage head lamp and other lamp 
assemblies."
75,65,"Recommended_Tips_for_Long_Trips_of_More_Than_500_KM:
A) Emergency_Items:
1. Tool_kit_complete
2. Recommended_spark_plug_one_number
3. Turn_signal_lamp_bulb_one_number
4. Throttle,_front_and_rear_brake_cable_each_one
5. First_aid_kit

B) Journey_Precautions:
1. Ensure_engine_oil_and_transmission_oil_are_up_to_level
2. Adequate_fuel_in_fuel_tank

C) Vehicle_Check:
1. Tightness_of_all_bolts_and_nuts_with_correct_torque_value
2. Fitness_of_tyres/tyre_pressure/tread_depth
3. All_bulbs,_indicators_and_horn_functioning
4. Smooth_functioning_of_all_cables_and_their_free_play
5. Smoothness_of_steering_operation
6. Front/rear_brake_function_and_rear_brake_lamp_working
7. Front_fork_for_any_abnormality
8. Spark_plug_gap_",298,"63
63RECOMMENDED TIPS WHEN TAKING A LONG 
TRIP OF MORE THAN 500 KM:
A) Please keep the following items for use in case of 
emergency:
1.  Tool kit complete.
2. Recommended spark plug one number.
3. Turn signal lamp bulb one number.
4. Throttle, front and rear brake cable each one.
5. First aid kit.
B) Precautions to be taken for the journey:
1. Ensure that the engine oil and transmission 
oil are up to the level.
2. Adequate fuel in the fuel tank.
C) Check your scooter for the following:
1. Tightness of all bolts and nuts with correct 
torque value.
2. Fitness of tyres / tyre pressure / tread depth.
3. All bulbs, indicators and horn functioning.
4. Smooth functioning of all cables and their 
free play. 
5. Smoothness of steering operation.
6. Front / rear brake function and rear brake 
lamp working.7. Front fork for any abnormality.
8. Spark plug gap and condition of spark plug.
9. Air filter element cleanliness. 
10. MIL & ISG lamps are not glowing.
11. Lubrication of all items mentioned in the 
periodic maintenance schedule.
12. Any other job as necessary.
13. Have your vehicle checked at any TVS 
Motor Company Authorised Main Dealer or 
Authorised Dealer.
Caution
Long journey are to be taken only after the running-in 
period of 1000 km."
76,66,Facility available at selected Dealerships only. Terms and conditions apply. EXPRESS SERVICE: Get your vehicle serviced in one hour at no additional cost. Contact your nearest Dealership for details.,40,"64Facility available at selected Dealerships only. Terms and conditions applyEXPRESS SERVICE
Get your vehicle serviced in 1 hour at no additional cost. Contact your nearest Dealership for details ./c133"
77,67,"""65Facility available at selected Dealerships only. Terms and conditions apply. Busy Life? Easy Servicing! Now, service your bike anywhere, anytime. Service the vehicle at your door step. Available for regular maintenance or breakdown service only. Offered at nominal convenience charges. Contact your nearest Dealership for details./c133EXPERT ON WHEELS.""",77,"65
65Facility available at selected Dealerships only. Terms and conditions applyBusy Life?
Easy Servicing!
Now,  service your bike anywhere, anytime.
Service the vehicle at your door step.
Available for regular maintenance or breakdown service only .
Offered at nominal convenience char ges.
Contact your near est Dealership for details./c133EXPERT ON WHEELS"
78,68,"AI: Busy life? Easy servicing! Now, service your bike anywhere, anytime. Service the vehicle at your door step. Available for regular maintenance or breakdown service only. Offered at nominal convenience charges. Contact your nearest Dealership for details. Facility available at selected Dealerships only. Terms and conditions apply. Pickup and drop facility available.",71,"66Busy Life?
Easy Servicing!
Now, service your bike anywhere, anytime.
Service the vehicle at your door step.
Available for regular maintenance or breakdown service only .
Offered at nominal convenience char ges.
Contact your near est Dealership for details./c133
Facility available at selected Dealerships only. Terms and conditions applyPICKUP AND DROP"
79,69,"The Company offers a 5-year warranty or 50,000 km of run for the TVS Jupiter 125, whichever is earlier. During this period, any parts of the vehicle that prove to have a manufacturing defect will be repaired or replaced free of cost. The Company reserves the right to use parts of the same brand as the affected parts or any other brand used in the course of manufacture. All parts replaced under this warranty will become the property of the Company and must be returned to the Company. This warranty does not apply to any natural wear and tear, including without limitation, aging.",117,"67
67WARRANTY AND SERVICES
TVS Motor Company Limited (‘the Company’) give this warranty with respect to the TVS Jupiter 125 
manufactured by the Company.
While the Company has taken every care to maintain quality in the manufacture of the TVS Jupiter 125, the above said 
warranty is subject to other terms of warranty: 
During 5 Years from the date of purchase or during the first 50,000 km of run for the vehicle in the hands of original 
retail purchaser, whichever is earlier, the parts of the vehicle covered under warranty which prove to the satisfaction 
of the Company to have a manufacturing defect will be repaired or replaced free of cost.
The Company’s obligation under this warranty is limited to repairing or replacing, free of cost, those parts of the 
vehicle which upon examination by the Company may prove to the Company’s satisfaction to have a manufacturing 
defect, and in such cases the Company’s decision either to repair or replace the affected parts will be final. In the 
event of replacement of parts, the Company also reserves the right to use parts of the same brand as the affected 
parts or any other brand which is used by the Company in the course of manufacture. All parts replaced under this 
warranty will become the property of the Company and must be returned to the company.
Limitations of Warranty:
This warranty shall not apply to following condition:
1. Any natural wear and tear, including without limitation, aging."
80,69,"This warranty does not cover: 1. Natural wear and tear, including aging. 2. Warranty claims on proprietary items such as tyres, tubes and batteries should be directed to the respective manufacturer, and the Company shall not be liable in any manner. 3. Parts repaired or replaced under this warranty are only warranted for the remainder of the original warranty period. 4. The Company is not liable for any delay in servicing due to reasons beyond its control or any of its Authorised Main Dealers / Authorised Dealers.",103,"Limitations of Warranty:
This warranty shall not apply to following condition:
1. Any natural wear and tear, including without limitation, aging.
2. Warranty claims on proprietary items such as tyres, tubes and batteries etc,. should be preferred by the user 
directly on the respective manufacturer, as per their warranty terms and the Company shall not be liable in any 
manner in respect to the same. 
3. Parts repaired or replaced under this warranty are warranted only throughout the remainder of the original 
warranty period.
4. The Company is not liable for any delay in servicing due to reasons beyond the control of the Company or any of 
its Authorised Main Dealers / Authorised Dealers."
81,70,"The Company is not liable for indirect, remote, incidental, or consequential damages. The Company may make modifications or improvements to vehicles in future production at any time without prior notice and without any obligation to install the same on vehicles previously dispatched for sale. Any claim under this warranty will lie only when the customer takes their vehicle to an Authorised Main Dealer/Authorised Dealer of the Company, reports the problem they felt in the vehicle, and produces the owner's manual for verification of relevant details. This is the only warranty given by the Company for the TVS Jupiter 125; no employee, Dealer, or other person is authorised to extend or enlarge this warranty. Modifications to this vehicle not approved by the TVS Motor Company may cause loss of performance and render it unsafe for use, and disqualifies for warranty coverage also. For battery related queries, call the toll free numbers: 1800 103 5454 (EXIDE), 1800 425 0096 (AMCO), 1800 419 8888 (TATA GREEN), or 1800 425 5858 (AMARON). For tyre related queries, call the toll free numbers.",221,"685. In any event, the Company is not liable for indirect, remote, incidental or consequential damages.
6. The Company may make any modification or improvement to vehicles in future production at any time without 
prior notice and without any obligation to install the same on vehicles previously dispatched for sale. 
7. Any claim under this warranty will lie only when the customer:  
•  takes his vehicle to an Authorised Main Dealer / Authorised Dealer of the Company and reports the problem 
he / she felt in the vehicle to enable the Authorised Main Dealer / Authorised Dealer to inspect the same and 
assess the cause for the reported problems. 
•  produces to such Authorised Main Dealer / Authorised Dealer the owner’s manual for the concerned vehicle  
for verification of relevant details.
8. This is the only warranty given by the Company for the TVS Jupiter 125. No employee, Dealer or other person is 
authorised to extend or enlarge this warranty.
Modifications to this vehicle not approved by the TVS Motor Company may cause loss of performance and render it unsafe 
for use and disqualifies for warranty coverage also.Warning
Following T oll Free numbers can be contacted for battery related queries if any.
Incase of EXIDE battery, call :- 1800 103 5454 Incase of AMCO battery, call :- 1800 425 0096
Incase of TATA GREEN battery, call :- 1800 419 8888 Incase of AMARON battery, call :- 1800 425 5858
Following T oll Free numbers can be contacted for T yre related queries if any."
82,70,"For TATA GREEN battery, call 1800 419 8888; for AMARON battery, call 1800 425 5858; for TVS Srichakra, call 04522443300; for JK tyre, call 18002581100; for Maxxis tyre, call 1800 532 2888.",61,"Incase of TATA GREEN battery, call :- 1800 419 8888 Incase of AMARON battery, call :- 1800 425 5858
Following T oll Free numbers can be contacted for T yre related queries if any.
Incase of TVS Srichakra, call :- 04522443300 Incase of JK tyre, call :- 18002581100
Incase of Maxxis tyre, call :- 1800 532 2888"
